key_fr,key_km,scrap_mode,scrap_letter
s'arranger,lekelea (u-),KM -> FR,L
s'enfoncer,rora (u-),FR -> KM,S
s'il vous plaît,tafadhwali !; tafadhali,FR -> KM,S
s'épanouir,basauha (u-),KM -> FR,B
sa,lahe; -ahahe; yahe,FR -> KM,S
sa mère,enya,KM -> FR,E
sable,mtsanga; mutsanga,FR -> KM,S
sable; plage,mutsanga,KM -> FR,M
sabre,upanga,FR -> KM,S
sabre; épée,upanga,KM -> FR,U
sac,mkoɓa,KM -> FR,M
sac de jute,djunia,KM -> FR,D
sacrifice,fiɗia,KM -> FR,F
safar,karu,FR -> KM,S
safar; 2ème mois de l'année,karu,KM -> FR,K
sage,makini,FR -> KM,S
sage; calme,makini,KM -> FR,M
sagou (noix),ntsambu,KM -> FR,N
sagoutier,mtsambu,KM -> FR,M
saillir,tseya (u-),FR -> KM,S
saillir; féconder,tseya (u-),KM -> FR,T
sain,mnono,KM -> FR,M
saint homme,walii; wali,FR -> KM,S
saisie,mrengo,FR -> KM,S
saisir,siha (u-); sika (u-),FR -> KM,S
saisir; tenir,sika (u-),KM -> FR,S
saison des pluies,asihazi,KM -> FR,A
saison sèche,husi,KM -> FR,H
sakondry (insecte fulgoridae),sankuɗe,FR -> KM,S
saladier,baguri,KM -> FR,B
salaire,mshahara,KM -> FR,M
salaire; paiement (collectif),malivo,KM -> FR,M
saleté,nkuɗi,KM -> FR,N
salir,sidjini (u-); canfua (u-),FR -> KM,S
salive,mare,KM -> FR,M
saliver,kumɓara (u-),FR -> KM,S
salle,fuko,FR -> KM,S
salle (de classe),madarasa,KM -> FR,M
salle de bain,tro,FR -> KM,S
salle de bain (dans la),troni,FR -> KM,S
salle de bain; bien,tro,KM -> FR,T
salle à manger,fuko la kulia,KM -> FR,F
salle; chambre; pièce,fuko,KM -> FR,F
salon,ukumɓi; ɓanɗa,FR -> KM,S
saluer,tosa (u-); laulia (u-); salimu (u-),FR -> KM,S
saluer (se -),lauliana (u-),KM -> FR,L
saluer pour,salimia (u-),FR -> KM,S
saluer pour; bonjour (donner le -),salimia (u-),KM -> FR,S
saluer; goûter; visiter,laulia (u-),KM -> FR,L
salutation,mtoso,KM -> FR,M
salutations,ntosa,KM -> FR,N
salé,-a shingo,KM -> FR,A
salé; sel,-a mnyo,KM -> FR,A
samedi,mufumotsi,KM -> FR,M
samedi; saturday,mfumontsi,KM -> FR,M
samoussa,samɓusa,FR -> KM,S
sang,damu,KM -> FR,D
sang; longue spatule à raclette en bois,mwazi,KM -> FR,M
sans,pvatsina,KM -> FR,P
sans garniture,igoɓo,KM -> FR,I
sans gravité,-a lagha,KM -> FR,A
sans problème,ɓila shaka,FR -> KM,S
santal,msindzanu,FR -> KM,S
santé,âfia,KM -> FR,A
santé (bonne -),unono,FR -> KM,S
santé; forme physique,swiha,KM -> FR,S
saouler,lewa (u-),FR -> KM,S
sardine,muhidzi,KM -> FR,M
Satan,Shetwani,FR -> KM,S
satisfait (être -),tubu (u-); kinaya (u-),FR -> KM,S
satiété,makura,FR -> KM,S
satiété; contentement,makura,KM -> FR,M
saturday,mfumontsi,FR -> KM,S
sauce,mtsuzi,KM -> FR,M
sauce : tomates frais et morcelées,rugai,KM -> FR,R
sauce à base de feuilles de manioc,mataba,KM -> FR,M
sauce à base de feuilles de manioc; brèdes de manioc,madaba,KM -> FR,M
saucer,unga (u-),FR -> KM,S
sauf,ila,KM -> FR,I
saut,mruko,KM -> FR,M
sauter,ruka (u-),KM -> FR,R
sauterelle,furudji,KM -> FR,F
sauvage,fahavalu,KM -> FR,F
sauvage; fuyard,mutoro,KM -> FR,M
sauvage; timide; paysan,mmatsaha,KM -> FR,M
sauvagerie,ushendzi; umatsaha,FR -> KM,S
sauvagerie; timidité,umatsaha,KM -> FR,U
sauvegarde,mvukisho,FR -> KM,S
sauvegarde; préservation,mvukisho,KM -> FR,M
sauver,owa (u-),KM -> FR,O
sauver (qqun),traza (u-),FR -> KM,S
sauver (se -),djivukisha (u-),KM -> FR,D
sauver; préserver,vukisha (u-),KM -> FR,V
savant,mdjuzi; mjuzi,FR -> KM,S
savant; expert,mdjuzi,KM -> FR,M
savoir,îlimu,KM -> FR,I
savoir; connaître,jua (u-),KM -> FR,J
savon,saɓuni,FR -> KM,S
savourer,kumɓara (u-),FR -> KM,S
scandale,âiɓu,FR -> KM,S
scandale; déshonneur; honte,âiɓu,KM -> FR,A
scarabée,cainamwamba,KM -> FR,C
scie,msimanyo,KM -> FR,M
science,sayansi,FR -> KM,S
scier,kea (u-),KM -> FR,K
scintiller,vevena (u-),FR -> KM,S
scission,mpvasuo,FR -> KM,S
scission; opération,mpvasuo,KM -> FR,M
scolopendre,trambwi; tramɓu,FR -> KM,S
scorpion,ndje,KM -> FR,N
scorpion; attention,hala,KM -> FR,H
sculpter,sihua (u-); swanaîsha (u-),FR -> KM,S
sculpter; styliser; modeler,swanaîsha (u-),KM -> FR,S
sculpture,nakshi,FR -> KM,S
sculpture; gravure,nakshi,KM -> FR,N
scène,mimbari,FR -> KM,S
se,-dji-,FR -> KM,S
se faire construire une maison,washiwa (u-),FR -> KM,S
se friper,firiha (u-),FR -> KM,S
se friper; avoir la peau fripée de froid,firiha (u-),KM -> FR,F
"se propager, se répandre",yenea (u-),FR -> KM,S
"se rassembler, se réunir",ngulidzana (u-),KM -> FR,N
se réjouir,djipviwa (u-),FR -> KM,S
Se rétrécir; se rétracter,funia (u-),KM -> FR,F
se séparer,tsapushiana (u-),FR -> KM,S
se tromper,pvewa (u-),KM -> FR,P
se vexer,zimbidza (u-),FR -> KM,S
se; s',-dji-,KM -> FR,D
seau,nɗoo,KM -> FR,N
sec,-kavu,KM -> FR,K
"sec, sèche",-havu,KM -> FR,H
seconde (division de temps),nukta,FR -> KM,S
seconde (division de temps); virgule (math.),nukta,KM -> FR,N
secouer,tsuha (u-); sekua (u-),FR -> KM,S
secourir,diriki (u-),KM -> FR,D
secours,mhuyisho,KM -> FR,M
secret,faraha,KM -> FR,F
secrétaire,msaiɗizi,FR -> KM,S
secrétaire; assistant,msaiɗizi,KM -> FR,M
section,mbawa,KM -> FR,M
section du Coran,djuzu,KM -> FR,D
sein,ɓele,FR -> KM,S
seize,kume na ndraɗaru,KM -> FR,K
sel,mnyongo,KM -> FR,M
semaine,mfumo,KM -> FR,M
semence,mbeu; mɓeu,FR -> KM,S
semence; graine,mbeu,KM -> FR,M
semer,wala (u-); taɓu (u-); unga (u-),FR -> KM,S
semer la discorde,fitini (u-),FR -> KM,S
semer la discorde; trahir; moucharder,fitini (u-),KM -> FR,F
semer à la volée,zinza (u-),FR -> KM,S
sens (signification),fasiri,KM -> FR,F
sentier,soo,FR -> KM,S
sentiment,mahaba; mahaɓa,FR -> KM,S
sentiment; amour; affection; estime,mahaba,KM -> FR,M
sentinelle,mgodjezi,FR -> KM,S
sentinelle; gardien,mgodjezi,KM -> FR,M
sentir,hisi (u-); ishia (hw-),FR -> KM,S
sentir (des odeurs),nunka (u-),KM -> FR,N
sentir (se -),djikia (u-),KM -> FR,D
sentir bon,nuka (u-) fetre,KM -> FR,N
sentir mauvais,nuka nai (u-),KM -> FR,N
sept,nfukare,KM -> FR,N
septembre,septambru,FR -> KM,S
septième,-a saɓa,KM -> FR,A
seringue,sindanu; sindzano,FR -> KM,S
serment,ilapvo,KM -> FR,I
serpent,hanasi,KM -> FR,H
serrer,samiza (u-); sasanya (u-); uma (u-); haza (u-),FR -> KM,S
serrer; nouer (fortement),haza (u-),KM -> FR,H
serrer; piquer; pincer,uma (u-),KM -> FR,U
serrer; étreindre ,sasanya (u-),KM -> FR,S
serrure,itasa,KM -> FR,I
serré (être -),samia (u-),FR -> KM,S
servante,mdjahazi; mdjakazi,FR -> KM,S
serveur,mhanɗazi,FR -> KM,S
serveur; distributeur (pers.),mhanɗazi,KM -> FR,M
service,msaâɗa,FR -> KM,S
service; assistance; aide,msaâɗa,KM -> FR,M
servir (décharger la nourriture de la marmite à l’assiette),pvahua (u-),FR -> KM,S
servir de,rumia (u-),FR -> KM,S
servir le repas,kariɓisha (u-); lahiki (u-); vahua (u-),FR -> KM,S
servir le repas à,vahulia (u-),FR -> KM,S
servir à boire,sariɓia (u-),FR -> KM,S
servir à manger,eleshea (u-),KM -> FR,E
serviteur,mrumishi; boi,FR -> KM,S
serviteur; employé,mrumishi,KM -> FR,M
ses,yahe,FR -> KM,S
seul,weke,FR -> KM,S
seulement,tu,FR -> KM,S
sevrer,funga dziya (u-),FR -> KM,S
sevrer; arrêter de têter,funga dziya (u-),KM -> FR,F
sexe féminin,nfinyizo,KM -> FR,N
Seychelles,Sesheli,FR -> KM,S
seychellois,mSesheli,KM -> FR,M
shoes,goshi,FR -> KM,S
short,kiloti,KM -> FR,K
si,djeli,KM -> FR,D
si ce n'est,mpaka,FR -> KM,S
sifflement,unuzi,FR -> KM,S
siffler,ra nɗuzi (hu-),KM -> FR,R
sifflet,ndumari,KM -> FR,N
signe,alama,FR -> KM,S
signifier,fasiri (u-); faswiri (u-),FR -> KM,S
signifier; définir,fasiri (u-),KM -> FR,F
silencieux (pers.),iɗuku,KM -> FR,I
silencieux (être -),rua (u-),FR -> KM,S
silencieux (être -); taire (se -),rua (u-),KM -> FR,R
simple,-angu,FR -> KM,S
simple; léger,-angu,KM -> FR,A
simplifier,angusa (u-),KM -> FR,A
sincère,-a inswafi,FR -> KM,S
sincère; authentique,-a inswafi,KM -> FR,A
singe,djakwe,KM -> FR,D
sirop,ndjizi,FR -> KM,S
sirop; suc (fruit),ndjizi,KM -> FR,N
sisal,kitani,FR -> KM,S
sisal; aloès,kitani,KM -> FR,K
situation,hali,FR -> KM,S
six,ndraɗaru,KM -> FR,N
sixième,-a ranɗaru,KM -> FR,A
siècle,karne,KM -> FR,K
slip,silipo,FR -> KM,S
slogan,ntsimo,FR -> KM,S
slogan ,ntsimo,KM -> FR,N
sociable,mlemengu,KM -> FR,M
socialisme,udjamaa,FR -> KM,S
socialiste,-a kinantsi,KM -> FR,A
société,djamaa; shirika,FR -> KM,S
sodomie,fwitri,KM -> FR,F
sodomiser,fira (u-),FR -> KM,S
soeur,mwananya mutrumama,KM -> FR,M
soeur (ainée),mantiti,KM -> FR,M
soeur aînée de la mère,mamaɓole,FR -> KM,S
soeur cadette de la mère,mamatiti,FR -> KM,S
soie,hariri,KM -> FR,H
soif,nyora,FR -> KM,S
soif; étoile; destinée,nyora,KM -> FR,N
soigner,vonesa (u-),FR -> KM,S
soigner (qqun),zihira (u-),FR -> KM,S
soigner (se -),djitwiɓu (u-),KM -> FR,D
soir,masihu; uku,FR -> KM,S
soit,imma,KM -> FR,I
soixante,mengo miranɗaru,KM -> FR,M
soixante-dix,mengo mfukare,KM -> FR,M
soja blanc,tsandzi ndjeu,FR -> KM,S
soja roux,tsandzi moro,FR -> KM,S
sol,montsi,FR -> KM,S
soldat,soroɗa,FR -> KM,S
soldat; guerrier,soroɗa,KM -> FR,S
soleil,djua,KM -> FR,D
Soleil (astre),shamsi,FR -> KM,S
Soleil (astre) ,shamsi,KM -> FR,S
solide,djaɗiɗi; -huhuru,FR -> KM,S
solide; raide,-huhuru,KM -> FR,H
solitaire (être -),djitenguwa (u-),KM -> FR,D
solution,taratiɓu,FR -> KM,S
solution; procédé,taratiɓu,KM -> FR,T
solutionner,tartiɓisha (u-),FR -> KM,S
sombrer,zama (u-),FR -> KM,S
somme,djimla,FR -> KM,S
somme; total,djimla,KM -> FR,D
sommeil,ntsindzi,KM -> FR,N
sommeil (avoir -),sindziha (u-),FR -> KM,S
sommeil (avoir -); somnoler,sindziha (u-),KM -> FR,S
somnoler,tsoma (u-); sindziha (u-),FR -> KM,S
son,lahe; -ahahe; yahe,FR -> KM,S
son (air),ngono,FR -> KM,S
son (air); bruit,ngono,KM -> FR,N
son excellence,mheshimiwa,KM -> FR,M
son épouse,mhaziye,KM -> FR,M
son; sa,lahe,KM -> FR,L
son; sa; ses,yahe,KM -> FR,Y
songe (plante),jimbi,FR -> KM,S
sonner,sone (u-),FR -> KM,S
sonnette,kengele,FR -> KM,S
sonorité,ulizi,FR -> KM,S
sorcellerie,ugangi,FR -> KM,S
sorcier,mcwai,KM -> FR,M
sorte,namna; kalte,FR -> KM,S
sorte; qualité; genre,kalte,KM -> FR,K
sortilège,ilimu,KM -> FR,I
sortir,roha (u-),KM -> FR,R
sot,mdjinga; mujinga,FR -> KM,S
sot; imbécile,mujinga,KM -> FR,M
sottise,udjinga,FR -> KM,S
souche,koo,FR -> KM,S
souche d'arbre,shihonko,FR -> KM,S
souci,hamu; shaka; djuɗi,FR -> KM,S
souci; tristesse; chagrin; manque,hamu,KM -> FR,H
soucier (se -),shahiliha (u-),FR -> KM,S
soucier (se -); occuper (s'-); prendre soin,shahiliha (u-),KM -> FR,S
Soudan,Suɗani,FR -> KM,S
soudanais,mSuɗani,KM -> FR,M
souder,sikidza (u-),FR -> KM,S
souffle,pumu,FR -> KM,S
souffler,vuma (u-); vuza (u-); vudzia (u-),FR -> KM,S
souffrance,utungu; usimɓufu,FR -> KM,S
souffrance; corvée,usimɓufu,KM -> FR,U
souffrir,taâɓiha (u-); kodza (u-),FR -> KM,S
souhait,ɓombeo,FR -> KM,S
souhaiter,ɓushuria (u-); sopelea (u-); shompelea (u-),FR -> KM,S
souiller,sidjini (u-),FR -> KM,S
souiller (moralement),nadjisisha (u-),KM -> FR,N
souillure,nagise,FR -> KM,S
souimanga,ntsihintsi,KM -> FR,N
souimanga de Humblot,ntuɓa,KM -> FR,N
soulager,pvolesa (u-),KM -> FR,P
soulever,djusa (u-); dzua (u-),FR -> KM,S
soulier,nkaɓwa,FR -> KM,S
soulèvement,mdjuso,KM -> FR,M
soupir,hushi,KM -> FR,H
soupirer,ra hushi (hu-),KM -> FR,R
soupçon,dhwana,KM -> FR,D
soupçon; accusation,tuhuma,KM -> FR,T
soupçonner,tuhumu (u-); dhwani (u-),FR -> KM,S
soupçonner; accuser,tuhumu (u-),KM -> FR,T
sourate,sura,FR -> KM,S
sourate d'ouverture du Coran,fatiha,KM -> FR,F
sourcil,nɗazi,KM -> FR,N
sourd,mfumakio,KM -> FR,M
sourdaveugle,sumɓukumu,FR -> KM,S
sourire,fumɓaria (u-),KM -> FR,F
souris,puhu,KM -> FR,P
sous,ntsini; utsini,FR -> KM,S
sous terre,uzimo,FR -> KM,S
sous-estimation,dharau,FR -> KM,S
sous-estimer,dharau (u-); onea (u-); darau (u-),FR -> KM,S
sous-estimer; mépriser,darau (u-),KM -> FR,D
sous; au-dessous,utsini,KM -> FR,U
soutenir (qqun),himilia (u-),KM -> FR,H
souterrain,izimu,KM -> FR,I
soutien-gorge,kaciri,KM -> FR,K
souvenir,maɗuhuli,KM -> FR,M
souvenir (se -),eshelea (u-); nahana (u-); yeshelea (u-),FR -> KM,S
souvent,naɗi,KM -> FR,N
souverain,mfaume,FR -> KM,S
souveraineté,ungwana,FR -> KM,S
spectateur,mwangalizi,KM -> FR,M
spiral wheat cake,kuskuma,FR -> KM,S
spécial,makhususu,FR -> KM,S
spécial; spécifique,makhususu,KM -> FR,M
spécialement,hususwan; haswa,FR -> KM,S
spécialement; notamment,hususwan,KM -> FR,H
spécialiste,mutaalamu,FR -> KM,S
spécicifité,uhususwia,FR -> KM,S
spécifique,makhususu,FR -> KM,S
statue,sinamu; sanamwe,FR -> KM,S
statue; image,sanamwe,KM -> FR,S
stimulation,âri,FR -> KM,S
stock,ɓidhwaya,FR -> KM,S
stop !,ɓahi !; ɓasi !,FR -> KM,S
strabisme,maɓiru,FR -> KM,S
strabisme; yeux révulsés; bigle,maɓiru,KM -> FR,M
structure,mpangiho,KM -> FR,M
style,cenga,KM -> FR,C
styliser,swanaîsha (u-),FR -> KM,S
stylo,kalamu; stilo,FR -> KM,S
stérile,shole,FR -> KM,S
stérile (être -) (animaux),sidjaya (u-),FR -> KM,S
subir,ekea (u-),FR -> KM,S
subitement,âlalhafla,KM -> FR,A
subligaria,mgondra,KM -> FR,M
subvenir,tarazaki (u-),FR -> KM,S
suc (fruit),ndjizi,FR -> KM,S
succès,ufuzu; ushindzi,FR -> KM,S
sucer,tsondza (u-); sondza (u-),FR -> KM,S
sucre,sukari,FR -> KM,S
sud,suheili; swilihi,FR -> KM,S
suer,ɗenga hari (u-),FR -> KM,S
sueur,ntsapve,KM -> FR,N
suffire,tosha (u-),FR -> KM,S
suffire; être suffisant,tosha (u-),KM -> FR,T
suffisant,kiasi,FR -> KM,S
suggérer,sariɓia (u-),FR -> KM,S
suie,msizi,FR -> KM,S
suivre,ɗunga (u-),FR -> KM,S
suivre (se -),ɗungana (u-),FR -> KM,S
sujet,maɗa,FR -> KM,S
sulfure d'antimoine,wandza,FR -> KM,S
sultan,sultwani,FR -> KM,S
supplier,rai (u-),KM -> FR,R
supplique,ɗua,FR -> KM,S
supplémentaire,-a zaiɗi,KM -> FR,A
supporter,shangiria (u-),FR -> KM,S
supporter; soutenir (qqun),shangiria (u-),KM -> FR,S
supporteur,mshangirizi,FR -> KM,S
supposer,wakinishia (u-),FR -> KM,S
suppression,mzimo,FR -> KM,S
sur,-ju,KM -> FR,J
surcouche (en palme de cocotiers),mtsepve,KM -> FR,M
surdicécite,usumɓukumu,FR -> KM,S
surface,shiwandza,FR -> KM,S
surface; espace ouvert; terrain,shiwandza,KM -> FR,S
surgir,fuha (u-),FR -> KM,S
surgir; troué (être -); crever (qqch),fuha (u-),KM -> FR,F
surlendemain,mrondro,KM -> FR,M
surlendemain; après-demain,ushao,KM -> FR,U
surmener,tapala (u-),FR -> KM,S
surnom,ifumbu,KM -> FR,I
"surpasser (""dépasser la limite"")",tumɓa mpaka (u-),FR -> KM,S
surpprendre,ɗuɓia (u-),FR -> KM,S
surprendre,marusa (u-),FR -> KM,S
Surprendre en flagrant délit,fumania (u-),KM -> FR,F
surpris (être -),humiwa (u-),KM -> FR,H
surprise,hafula,KM -> FR,H
sursauter,maruha (u-),FR -> KM,S
surtout,haswa,FR -> KM,S
surveillance,ugodjezi; utunduzi,FR -> KM,S
surveillant,mgalidzi,KM -> FR,M
surveillant; gardien,mtunduzi,KM -> FR,M
surveiller,tunda (u-),FR -> KM,S
surveiller (par un agent ou un gardien),godjea (u-),KM -> FR,G
surveiller; contrôler,tunda (u-),KM -> FR,T
survenir (arriver d'un évènement),djiri (u-),KM -> FR,D
survivre,vuka (u-),FR -> KM,S
suspendre,lemɓeza (u-); lembedza (u-),FR -> KM,S
suspendre; accrocher,lembedza (u-),KM -> FR,L
swahili,shiSwahili,FR -> KM,S
sève,ure,FR -> KM,S
sève collante,liti,FR -> KM,S
sève collante; résine (botanique),liti,KM -> FR,L
sécher,huma (u-),KM -> FR,H
sécher (cours),puza (u-),FR -> KM,S
sécher; faire sécher ; essorer,humisa (u-),KM -> FR,H
sécheresse,ntsahaya nkavu,KM -> FR,N
sécréter,ɗenga (u-),FR -> KM,S
séduire,hiliɓu (u-),FR -> KM,S
séduire; berner,hiliɓu (u-),KM -> FR,H
séparer,pvandzisa (u-),KM -> FR,P
sépulture,ɗinɗi,FR -> KM,S
séquelle,shifeli,FR -> KM,S
séquelle; cicatrice; trait de caractère,shifeli,KM -> FR,S
sérieusement,ha msinaɗi,KM -> FR,H
sérieux,msinaɗi,FR -> KM,S
sérieux; efficace (pers.),msinaɗi,KM -> FR,M
sérum,siromu,FR -> KM,S
sérénité,utrulivu,FR -> KM,S
sésame,umbedja,FR -> KM,S
sévère,muhali; -hali,FR -> KM,S
"S’appuyer, s’adosser",ɗemea (u-),FR -> KM,S
s’enfoncer,djifitsia (u-),FR -> KM,S
s’enfoncer;  s’enfouir,djifitsia (u-),KM -> FR,D
t',-hu-,FR -> KM,T
t-shirt,tiriko,FR -> KM,T
ta,waho; -ahaho; yaho; laho,FR -> KM,T
ta mère,enyuho,KM -> FR,E
tabac (feuille),tiɓaku,FR -> KM,T
tabassage,iɓonko,KM -> FR,I
table,meza,KM -> FR,M
tabou,faɗi; miko,FR -> KM,T
taffetas,ɓafuta,FR -> KM,T
taie d'oreiller,foronya,KM -> FR,F
taille,shumu,KM -> FR,S
tailler,katra (u-),FR -> KM,T
tailler en pointe,tsongoa (u-),FR -> KM,T
tailleur,msonozi,KM -> FR,M
taillis,tramɓa,FR -> KM,T
taire (se -),cipu (u-),KM -> FR,C
tais-toi !,cipu,KM -> FR,C
talc (poudre),kandra; cake,FR -> KM,T
talc (poudre); fond de teint,cake,KM -> FR,C
talisman,siliho,KM -> FR,S
talon (chaussure de femme),ntubu,KM -> FR,N
talon (pied),nkoo ya mnɗu,KM -> FR,N
tam-tam,msondro,KM -> FR,M
tamarin,uhadju; uhaju,FR -> KM,T
tamarin; bilimbi; carambole,uhadju,KM -> FR,U
tamarinier,muhaju,KM -> FR,M
tamarinier; arbre à cornichons; carambolier,mhadju,KM -> FR,M
tambour,tari,FR -> KM,T
tambour (gros -),goma,KM -> FR,G
tambourin,dori,KM -> FR,D
tamis,ɗifu,FR -> KM,T
tamis (pour la farine),shitsunga,KM -> FR,S
tampon,mhori,FR -> KM,T
tampon; cachet,mhori,KM -> FR,M
tanche,sale,KM -> FR,S
tanière,traya,FR -> KM,T
tanpis pour lui,balahe mlemba,KM -> FR,B
tant que,raili; mpaka,FR -> KM,T
tant que; depuis,raili,KM -> FR,R
tante,mamaɓole; mamatiti,FR -> KM,T
tante (paternelle),ngivavi,KM -> FR,N
tante (épouse de zama),zena,FR -> KM,T
tante; soeur aînée de la mère,mamaɓole,KM -> FR,M
tante; soeur cadette de la mère,mamatiti,KM -> FR,M
tapage,fidjo,FR -> KM,T
tapage; vacarme; chahut; foule,fidjo,KM -> FR,F
tape,ikatre,KM -> FR,I
taper,rema (u-),FR -> KM,T
taper; frapper,rema (u-),KM -> FR,R
tapette à rat,mrontro,KM -> FR,M
tapis,djanvi,KM -> FR,D
tarif,ɓei,FR -> KM,T
taro,djimɓi,KM -> FR,D
taro; songe (plante),jimbi,KM -> FR,J
tas,ifunɗa,KM -> FR,I
tasse,ikomɓe,KM -> FR,I
taureau,kondzo,KM -> FR,K
taxe,ushuru,FR -> KM,T
taxe; impôt,ushuru,KM -> FR,U
taxi,taksi,FR -> KM,T
te,-hu-,FR -> KM,T
te voici,tsawe,FR -> KM,T
te; t',-hu-,KM -> FR,H
teaurau,mɓe ɗume,KM -> FR,M
teigne,shiwawa,KM -> FR,S
teinte,range,FR -> KM,T
teinte; couleur; peinture,range,KM -> FR,R
tel,dja,KM -> FR,D
tellement,kaɓisa; thuma; ata,FR -> KM,T
temporaire,dhwarura,KM -> FR,D
temps,nafasi; wakati,FR -> KM,T
temps calme,shuari,KM -> FR,S
temps; occasion; disponibilité; moyen,nafasi,KM -> FR,N
tempérament (caract. de qqun),huluka,KM -> FR,H
temu lawak,mdzindzanu,KM -> FR,M
tenaille,shamburu,KM -> FR,S
tendre,pviyala (u-),KM -> FR,P
tendre; étendre; allonger,ondza (u-),KM -> FR,O
teneur,msisi,KM -> FR,M
tenir,siha (u-); zingara (u-); sika (u-),FR -> KM,T
tenir debout,limbala (u-),FR -> KM,T
tenir debout; bander (érection),limbala (u-),KM -> FR,L
tenir; s'accrocher,zingara (u-),KM -> FR,Z
tentation,huɓa,FR -> KM,T
tentative,ɗauzo,FR -> KM,T
tente,hema,KM -> FR,H
tenter (faire subir une tentation),ɓaiɓu (u-),FR -> KM,T
tenté (être -),swalitiha (u-),KM -> FR,S
tenu (être -),sikiha (u-),FR -> KM,T
terminer,timizi (u-); maliza (u-); malidza (u-); koma (u-),FR -> KM,T
terminer; finir; achever,malidza (u-),KM -> FR,M
termite,vomezi,FR -> KM,T
terrain,shandza; shiwandza; arudhwi,FR -> KM,T
terrasse,ɓaraza; ɓanara,FR -> KM,T
terrasser,teresa (u-),FR -> KM,T
terre,trotro,FR -> KM,T
terre (minerai),kafu,KM -> FR,K
terre (sol),ardhwi,KM -> FR,A
terre (sol); terrain,arudhwi,KM -> FR,A
terre (élément minéral),nkafu,KM -> FR,N
terre arable,isinɗe,KM -> FR,I
terre cultivée,shiunga,FR -> KM,T
terre cultivée; champ,shiunga,KM -> FR,S
terre sur l'autre rive,nyambo,KM -> FR,N
terre à poterie,ɗongo,FR -> KM,T
terre; saleté,trotro,KM -> FR,T
terreur,wasiwasi,FR -> KM,T
terrorisme,ufudjari,FR -> KM,T
terrorisme; délinquance,ufudjari,KM -> FR,U
terroriste,mfudjari,KM -> FR,M
tes,yaho,FR -> KM,T
test,ɗauzo,FR -> KM,T
testament,waswia,FR -> KM,T
tester,lauza (u-),FR -> KM,T
tester; essayer; goûter,lauza (u-),KM -> FR,L
testicule,kondze,KM -> FR,K
textes,maandzishi,FR -> KM,T
textes; écrits,maandzishi,KM -> FR,M
thermos,tirmosi; termosi,FR -> KM,T
thon,mbasi,KM -> FR,M
thym antillais,nyanɗoɓwe,FR -> KM,T
thème,maɗa,FR -> KM,T
thé,ca,KM -> FR,C
théière,ɓirika; ɓuli,FR -> KM,T
théologien,ulamaa,FR -> KM,T
théorie,mtwalaâ,FR -> KM,T
théorème,kaîɗa,KM -> FR,K
thésauriser,tuma (u-),FR -> KM,T
théâtre,boneso,FR -> KM,T
tibia,mwanga,KM -> FR,M
timide,mndru wa ɗingoni,KM -> FR,M
timide (pers.),ɓusu,FR -> KM,T
timidité,umatsaha; undru wa ɗingoni,FR -> KM,T
tir,komɓora,KM -> FR,K
tirage (au sort),ukasho,FR -> KM,T
tirer,vura (u-); limba (u-),FR -> KM,T
tirer au fusil,fuma (u-),FR -> KM,T
tirer; aspirer; fumer,vura (u-),KM -> FR,V
tireur (sniper),mfumozi,KM -> FR,M
tison,shizinga,KM -> FR,S
tisser,fuma (u-),FR -> KM,T
tissu,kumɓi,FR -> KM,T
titre de propriété,khatwi,FR -> KM,T
titre de propriété; écriture,khatwi,KM -> FR,K
tituber,pvinɗuha (u-),KM -> FR,P
tiède,-a vuhuru,KM -> FR,A
toi,wewe; wawe; we,FR -> KM,T
toi aussi,pvaho,KM -> FR,P
toi seul,wawe ce,FR -> KM,T
toi-même,wawe,FR -> KM,T
"toi-même (""toi en personne"")",wewe binafsi,FR -> KM,T
toi; toi-même,wawe,KM -> FR,W
toile de tente,shandza,FR -> KM,T
toile de tente; terrain; champ,shandza,KM -> FR,S
toile écrue,hami,KM -> FR,H
toilette,mshana; sho,FR -> KM,T
toilette; chiotte,sho,KM -> FR,S
toit (en palme de cocotier),uhandza,FR -> KM,T
toit (en palme de cocotier); panneau,uhandza,KM -> FR,U
toiture,pombo,KM -> FR,P
tolérer,tukulia (u-),FR -> KM,T
tomate,tamati; timati,FR -> KM,T
tombe,kaɓuri,KM -> FR,K
tomber,wa (hu-); ɗanguha (u-); wa (u-),FR -> KM,T
tomber (faire -),wusa (u-),FR -> KM,T
tomber (faire -); renverser,wusa (u-),KM -> FR,W
tomber en panne,menyeha (u-),FR -> KM,T
tomber goutte à goutte,nona (u-),FR -> KM,T
tomber goutte à goutte; dégouliner,nona (u-),KM -> FR,N
ton,waho; -ahaho; yaho; laho,FR -> KM,T
ton; ta,laho,KM -> FR,L
ton; ta; tes,yaho,KM -> FR,Y
tonneau,ntange,FR -> KM,T
tonneau; fût,ntange,KM -> FR,N
tonnere,guguma,KM -> FR,G
tonnerre,raaɗu,KM -> FR,R
tontine,shikoa,KM -> FR,S
torche (électrique),ponje,KM -> FR,P
torcher,pangua (u-),KM -> FR,P
torchon,itamɓaya,FR -> KM,T
torchon; pièce de tissu; étoffe,itamɓaya,KM -> FR,I
tordre,honyoha (u-),KM -> FR,H
tordre; tresser,kitsa (u-),KM -> FR,K
tornade,muvumbi,KM -> FR,M
torse,shifuɓa,FR -> KM,T
tort,kosa,FR -> KM,T
tortue,kasa,KM -> FR,K
